MSOA21CD,AvPTAI2015
E02000001,68.39696774193548
E02000002,3.731209727272727
E02000003,7.7230080333333335
E02000004,4.164165789473684
E02000005,6.134338846153846
E02000007,5.26699423076923
E02000008,5.9333825
E02000009,6.399473846153847
E02000010,7.852451199999999
E02000011,7.763704157894737
E02000012,7.374618333333333
E02000013,6.635386
E02000014,10.91593724137931
E02000015,6.9291525
E02000016,23.659180476190475
E02000017,22.98344695652174
E02000018,5.916282222222223
E02000019,5.643505416666667
E02000020,9.237670241379309
E02000021,4.908160434782609
E02000022,8.0003655
E02000023,4.21017
E02000024,8.210436258064517
E02000025,7.089282392592593
E02000026,5.88256619047619
E02000027,5.632186666666667
E02000028,10.21227052631579
E02000029,8.355714615384615
E02000030,2.8805736666666664
E02000031,9.732530869565217
E02000032,6.416855238095239
E02000033,7.317092916666667
E02000034,5.343708846153846
E02000035,7.906438461538461
E02000036,4.513929166666667
E02000037,4.613889153846154
E02000038,7.814006666666667
E02000039,6.834019473684211
E02000040,4.1182972
E02000041,13.664405217391304
E02000042,12.144670303030303
E02000043,7.4497623809523805
E02000044,10.947998695652174
E02000045,6.228193870967742
E02000046,13.937438499999999
E02000047,13.0460084375
E02000048,4.9382892592592595
E02000049,5.2930956
E02000050,4.93936275862069
E02000051,8.711943076923076
E02000052,7.96066375
E02000054,6.230892000000001
E02000055,10.348025806451613
E02000056,4.482264642857143
E02000057,9.880653684210525
E02000058,7.244349333333333
E02000059,8.40446896551724
E02000060,12.569070799999999
E02000061,19.917811739130435
E02000062,13.55623111111111
E02000063,10.448995
E02000064,12.873761666666667
E02000065,4.8997276521739135
E02000066,9.106015000000001
E02000067,6.620792222222223
E02000068,8.032367826086956
E02000069,4.8640675
E02000070,4.6520484
E02000071,3.6185495454545458
E02000072,5.1251000555555555
E02000073,5.58838125
E02000074,4.13034
E02000075,6.2109572
E02000077,6.12061347826087
E02000078,6.59160375
E02000079,14.6763612
E02000080,8.571419285714287
E02000081,9.9679364
E02000082,4.399607407407408
E02000083,4.7342269375
E02000084,6.159156666666667
E02000085,3.779409166666667
E02000086,3.7553363181818185
E02000087,6.085985375
E02000088,6.644235833333333
E02000089,4.276120875
E02000090,9.808643333333332
E02000091,7.827633333333333
E02000092,3.649668714285714
E02000093,7.65268925925926
E02000094,7.264920454545455
E02000095,8.159235200000001
E02000096,7.387373190476191
E02000097,4.285594000000001
E02000098,6.7255078571428575
E02000099,8.194528260869566
E02000100,7.5052971428571436
E02000101,8.899592692307692
E02000102,6.28622761904762
E02000103,7.237652608695653
E02000104,10.774044705882353
E02000105,7.898112083333333
E02000106,11.43264962962963
E02000107,15.552627931034483
E02000108,8.777985555555555
E02000110,10.01188652173913
E02000111,14.632533043478261
E02000112,15.375788636363637
E02000113,7.7966584615384615
E02000114,15.4001964
E02000115,16.775960714285713
E02000116,16.888042857142857
E02000117,7.53858064516129
E02000118,7.724181782608696
E02000119,11.22716
E02000120,20.033867741935484
E02000121,12.236774285714286
E02000122,11.552472083333333
E02000123,19.686214210526316
E02000124,19.923058148148147
E02000125,13.7319640625
E02000126,22.67181739130435
E02000127,5.690797666666667
E02000128,4.432499666666667
E02000130,14.543465714285714
E02000131,17.499776666666666
E02000132,11.889330833333334
E02000133,5.07921834375
E02000134,12.13297388888889
E02000135,13.430856363636364
E02000136,3.5679950000000002
E02000137,8.00456
E02000138,8.369067142857144
E02000139,15.923098461538462
E02000140,6.0473388461538455
E02000141,13.0344776
E02000142,5.9271104
E02000144,18.155132066666667
E02000145,2.6785915599999996
E02000146,7.707311538461539
E02000147,4.213091923076923
E02000148,6.380365714285714
E02000149,7.153913599999999
E02000150,4.7035752
E02000151,7.112727083333334
E02000152,3.8415125000000003
E02000153,5.790076521739131
E02000154,12.269723333333333
E02000155,5.114753599999999
E02000156,4.720677324324325
E02000157,8.170254962962963
E02000158,4.267770625
E02000159,4.525195
E02000160,4.57564952
E02000161,4.469767692307692
E02000162,2.3382574285714286
E02000163,3.605402041666667
E02000165,2.859696238095238
E02000166,10.120647857142856
E02000167,11.676664333333333
E02000168,21.161414285714283
E02000169,14.463326799999999
E02000170,16.740166538461537
E02000171,15.174028333333332
E02000172,18.083248275862072
E02000173,23.100923333333334
E02000174,22.105228571428572
E02000175,24.40172
E02000176,14.885822307692308
E02000177,19.603578571428574
E02000178,21.230511
E02000179,12.991355217391305
E02000180,15.285119642857142
E02000181,27.26323
E02000182,27.40218333333333
E02000183,15.879146206896552
E02000184,34.46613428571429
E02000185,20.855913793103447
E02000186,34.639463809523804
E02000187,55.289114814814816
E02000188,34.28441923076923
E02000191,65.92175454545455
E02000192,51.13147307692308
E02000193,73.106984
E02000194,10.134354666666667
E02000195,5.826067692307692
E02000196,8.3987685
E02000197,9.676740370370371
E02000198,8.4992024
E02000199,8.75331136
E02000200,14.470857142857144
E02000201,15.489108928571428
E02000202,9.29245923076923
E02000203,15.844056666666667
E02000204,7.72904037037037
E02000206,14.2409446875
E02000207,11.493118620689655
E02000208,10.86274275862069
E02000209,7.42866625
E02000210,8.0459575
E02000211,2.464411
E02000212,13.83896625
E02000213,35.000977931034484
E02000214,12.092027222222221
E02000215,23.806071578947368
E02000216,19.251215384615385
E02000217,26.504706666666667
E02000218,4.2966050000000005
E02000219,5.4751608
E02000221,7.286501935483871
E02000222,11.180138888888889
E02000223,8.880085416666667
E02000224,9.60615074074074
E02000225,9.149530476190476
E02000226,3.6807081739130436
E02000227,4.360948210526316
E02000228,2.9062540416666667
E02000229,7.133281052631579
E02000230,10.432534
E02000231,5.0441935
E02000232,2.0267166666666667
E02000233,4.126397222222222
E02000234,6.730490541666666
E02000235,2.86377435
E02000236,5.041556136363637
E02000237,2.87473608
E02000238,5.6123015999999994
E02000239,7.295383826086956
E02000240,7.16095375
E02000241,10.244716315789473
E02000242,4.307662352941176
E02000243,8.545877913043478
E02000244,7.743089
E02000245,5.679432291666667
E02000246,5.9756008
E02000247,6.821196740740741
E02000248,12.006612272727272
E02000249,10.576304285714286
E02000250,6.204391
E02000251,7.445347
E02000252,14.633222
E02000253,8.38968741935484
E02000254,6.240823000000001
E02000255,8.147717
E02000256,15.89051172413793
E02000258,7.216075789473684
E02000259,8.505513333333333
E02000260,13.477981500000002
E02000261,11.862657333333335
E02000262,11.494040384615385
E02000263,8.534959807692307
E02000264,16.50656125
E02000265,13.890702571428571
E02000266,5.443444362068965
E02000267,11.0997725
E02000268,7.794046774193549
E02000269,11.666871153846152
E02000270,15.114747407407409
E02000271,9.486812173913044
E02000272,7.923486190476191
E02000275,7.3636299375
E02000276,11.489306666666668
E02000277,6.1483395000000005
E02000278,6.159139199999999
E02000279,5.771433433333333
E02000280,4.932243407407407
E02000281,2.845526481481482
E02000282,6.204231346153846
E02000283,5.11523380952381
E02000284,9.566981538461539
E02000285,5.426094
E02000286,8.374662068965517
E02000287,6.319025
E02000288,9.7863275
E02000289,5.099955789473684
E02000290,5.900033809523809
E02000291,10.853020689655171
E02000292,7.7329944444444445
E02000293,6.348887894736842
E02000294,6.172335
E02000295,5.885313461538461
E02000296,10.613075806451613
E02000297,6.779695714285714
E02000298,7.833127083333333
E02000299,9.8339996
E02000300,9.432494347826088
E02000301,7.8380545161290325
E02000302,3.292982875
E02000303,11.429501739130433
E02000304,8.349685454545455
E02000305,8.588602
E02000306,15.399745769230769
E02000307,6.41504
E02000308,18.52721565217391
E02000309,11.38338896551724
E02000311,6.9013657037037035
E02000312,13.864968000000001
E02000313,7.4997205000000005
E02000314,4.980531315789474
E02000315,9.41889857142857
E02000317,14.368001153846155
E02000318,13.006926923076922
E02000319,12.099080322580644
E02000320,9.1784795
E02000321,15.32849695652174
E02000323,18.491040333333334
E02000324,12.636033809523811
E02000326,14.722047083333335
E02000327,8.634677777777778
E02000328,14.412354074074074
E02000329,5.014761
E02000331,7.934933846153846
E02000332,4.7478678260869565
E02000333,9.317141608695652
E02000334,3.6941200000000003
E02000335,4.102013809523809
E02000337,9.650917391304349
E02000339,15.13270238095238
E02000340,9.935725652173913
E02000341,4.5383596
E02000342,7.311721176470589
E02000343,7.078594545454546
E02000344,7.287053500000001
E02000345,16.775976666666665
E02000346,22.487759523809522
E02000347,11.086208181818181
E02000348,15.696542608695653
E02000350,19.9247725
E02000351,28.289467333333334
E02000352,7.656601363636364
E02000353,19.984729130434783
E02000354,20.702087692307693
E02000355,18.324717
E02000356,11.990532727272727
E02000357,6.246776666666666
E02000358,18.939035454545454
E02000359,10.536494210526316
E02000360,24.37600606060606
E02000361,31.635991304347826
E02000362,13.29635142857143
E02000363,20.47270588235294
E02000364,23.18090741935484
E02000366,12.032152068965518
E02000367,21.664997666666668
E02000368,13.90280724137931
E02000369,17.19292105263158
E02000370,20.42401346153846
E02000372,15.30674551724138
E02000373,5.262541052631579
E02000374,10.940031052631578
E02000375,26.74098
E02000376,20.639836363636363
E02000377,12.054712592592592
E02000378,37.108155555555555
E02000379,8.143454814814815
E02000380,22.699495454545456
E02000381,24.29390857142857
E02000382,16.731572272727274
E02000383,27.37004375
E02000384,36.64848461538462
E02000385,20.644313999999998
E02000386,21.068167857142857
E02000387,12.9943905
E02000388,23.081645357142857
E02000389,10.649017037037037
E02000390,11.479131904761905
E02000391,19.472684615384615
E02000392,16.529127272727273
E02000393,12.328216000000001
E02000394,11.68931103448276
E02000395,20.052258636363636
E02000396,9.30027142857143
E02000397,18.619526086956522
E02000398,10.44700142857143
E02000400,15.475593478260869
E02000401,9.503268333333333
E02000402,9.803841052631578
E02000403,21.33038714285714
E02000404,12.944162352941177
E02000405,9.021934210526316
E02000406,18.398862
E02000407,19.5699815
E02000408,21.213755
E02000409,7.289896842105263
E02000410,10.538432727272728
E02000411,13.061964761904763
E02000412,28.235277777777778
E02000413,7.1641148
E02000414,10.502296315789474
E02000415,18.93127842105263
E02000416,9.433626666666667
E02000417,9.735555909090909
E02000418,6.769341111111111
E02000419,23.26986
E02000420,20.499414285714288
E02000421,33.99924090909091
E02000422,12.029282380952381
E02000423,14.996256315789475
E02000424,11.032227500000001
E02000425,19.97368117647059
E02000426,8.91422752173913
E02000427,17.285068636363636
E02000428,13.228423000000001
E02000429,8.0524744
E02000430,12.376905
E02000431,15.511983749999999
E02000432,24.51783565217391
E02000433,5.677878148148148
E02000434,7.469126666666667
E02000435,3.7018066666666662
E02000436,2.6822947058823527
E02000437,7.6104062500000005
E02000438,7.0995160869565215
E02000439,8.701286999999999
E02000440,4.237902608695652
E02000441,3.541460590909091
E02000442,5.939349
E02000443,10.629510869565218
E02000444,5.297224210526316
E02000445,12.399118000000001
E02000447,6.099496842105263
E02000448,6.8332043
E02000449,5.8833095
E02000451,8.03821688888889
E02000452,12.6264115
E02000453,9.312021
E02000454,4.0363125
E02000455,19.469414583333332
E02000456,12.480887
E02000457,9.815954705882353
E02000459,9.889523636363636
E02000460,6.5270205882352945
E02000461,8.174241428571428
E02000462,12.412491666666666
E02000463,4.749352173913044
E02000464,4.517707142857143
E02000465,5.14416
E02000466,4.144101615384615
E02000467,4.744439411764706
E02000468,4.96816148
E02000469,3.937661
E02000470,5.932943071428572
E02000471,3.168723695652174
E02000472,7.109659285714286
E02000473,3.5313033793103448
E02000474,4.745158666666667
E02000475,7.814151633333333
E02000476,18.82370142857143
E02000477,6.660714642857143
E02000478,3.0406898235294118
E02000479,13.307635384615384
E02000480,7.059508666666667
E02000481,2.906051923076923
E02000482,9.098919
E02000483,9.036265384615385
E02000484,3.1896757200000003
E02000485,7.371290384615384
E02000486,9.350235217391305
E02000487,2.8359146250000005
E02000488,4.792091913043478
E02000489,7.004572875
E02000490,4.64592576923077
E02000491,4.688791111111111
E02000492,3.0490359000000002
E02000493,5.073582777777777
E02000494,3.70000752
E02000495,7.67091125
E02000496,1.8165381999999999
E02000497,2.9216297857142854
E02000498,2.858323238095238
E02000499,6.9711420833333335
E02000500,8.41979040909091
E02000501,5.2542021199999995
E02000502,7.892755416666667
E02000503,6.978101923076922
E02000504,4.698994652173913
E02000506,4.269456857142857
E02000507,3.333505863636364
E02000508,9.17403512
E02000509,7.83751864
E02000510,5.539168076923077
E02000511,4.3159504
E02000512,5.702076521739131
E02000513,4.1396928
E02000514,5.883495833333334
E02000515,4.472682
E02000516,3.5288520869565216
E02000517,5.030288695652174
E02000518,5.520200416666667
E02000519,6.967045
E02000520,8.88607
E02000521,3.8682884
E02000522,6.829881923076924
E02000523,11.150054545454545
E02000524,3.65284295
E02000525,6.47540125
E02000526,14.364660384615386
E02000529,3.7306646363636364
E02000530,4.206184444444444
E02000531,11.2639225
E02000532,7.6626090322580644
E02000533,7.334864482758621
E02000534,7.63597875
E02000535,5.399139545454545
E02000536,6.486391818181818
E02000537,10.62118238095238
E02000538,5.706253333333334
E02000539,10.127181612903225
E02000540,16.75267185185185
E02000541,8.652877636363636
E02000542,14.916884166666668
E02000543,17.840534285714288
E02000544,4.686581818181818
E02000545,4.8508904
E02000546,5.3895034782608695
E02000547,6.2871957692307685
E02000548,3.4266629769230765
E02000549,9.584605
E02000550,8.989873870967742
E02000551,4.752978
E02000552,3.0954499583333335
E02000553,4.5191075
E02000554,12.130906666666668
E02000555,20.240136
E02000556,23.198614285714285
E02000557,25.56375806451613
E02000558,34.1942475862069
E02000559,31.96332962962963
E02000560,30.148225
E02000561,14.465869600000001
E02000562,16.372167407407407
E02000563,17.424872413793103
E02000564,27.95494375
E02000565,23.875044444444445
E02000566,30.48764482758621
E02000567,26.954825
E02000568,20.626776
E02000569,32.110175
E02000570,18.743748999999998
E02000571,19.274508
E02000572,28.144704074074074
E02000573,24.733285625
E02000574,45.46018076923077
E02000575,32.838404878048784
E02000576,39.23498
E02000577,15.67646923076923
E02000578,9.21819685
E02000579,13.87625392857143
E02000580,19.56482258064516
E02000581,12.681571199999999
E02000582,32.83516176470589
E02000583,24.88181724137931
E02000584,31.684760606060603
E02000585,28.288523333333334
E02000586,25.39257741935484
E02000587,27.350710714285714
E02000588,29.3391
E02000589,29.95554638888889
E02000590,32.261406666666666
E02000591,35.986025
E02000592,34.09656666666667
E02000593,36.53846969696969
E02000594,18.405425
E02000595,22.282804193548387
E02000596,23.379289655172414
E02000597,17.079464516129033
E02000598,4.28345
E02000599,3.6151495
E02000600,9.720819629629629
E02000601,14.309356774193548
E02000602,13.983992962962963
E02000603,5.417610869565218
E02000604,10.316616923076923
E02000605,4.800212083333333
E02000606,16.273153235294117
E02000607,5.021112272727273
E02000608,16.40886846153846
E02000609,7.055759090909091
E02000610,10.816278387096773
E02000611,3.3505228636363635
E02000612,6.2753845833333335
E02000613,6.287503076923077
E02000614,6.17623
E02000615,4.900385083333333
E02000616,4.234978947368421
E02000617,4.73009004
E02000619,25.71561129032258
E02000620,36.41048387096774
E02000621,30.31245441176471
E02000622,23.744013076923075
E02000623,19.762267407407407
E02000624,17.661026296296296
E02000625,18.9396456
E02000626,12.883363750000001
E02000627,26.168560714285714
E02000628,31.714644827586206
E02000629,19.79486
E02000630,20.264735714285713
E02000631,15.224576923076922
E02000632,22.89668076923077
E02000633,34.789159259259264
E02000634,23.925914545454546
E02000635,21.30463333333333
E02000636,12.2582044
E02000637,18.241137142857145
E02000638,15.710766551724138
E02000639,17.29166107142857
E02000640,9.255296764705882
E02000641,9.621463333333333
E02000642,17.07761214285714
E02000643,22.665940714285714
E02000644,14.134374615384615
E02000645,17.6349425
E02000646,23.545925714285715
E02000647,8.916057037037037
E02000648,9.978341111111112
E02000649,23.156795555555554
E02000650,12.685041111111111
E02000651,17.325794583333334
E02000652,10.43255695652174
E02000653,8.370654
E02000654,10.62937672
E02000655,12.099034642857143
E02000657,28.480842857142857
E02000658,24.042880800000002
E02000659,23.50069185185185
E02000660,19.76423103448276
E02000661,15.407181304347825
E02000662,15.3301128
E02000663,21.667051304347826
E02000665,11.291257391304347
E02000666,12.0307485
E02000667,12.0033985
E02000668,10.235589047619047
E02000669,11.040864615384615
E02000670,15.582855
E02000671,13.560738461538461
E02000672,21.0852532
E02000673,13.279708518518518
E02000674,7.4555516666666675
E02000675,7.847174999999999
E02000676,9.2926225
E02000677,11.2838835
E02000678,6.5048034999999995
E02000679,10.08295
E02000680,10.525842083333332
E02000681,7.5221384
E02000682,7.646740416666667
E02000683,10.553054347826087
E02000685,11.891958928571428
E02000686,6.977782727272728
E02000687,14.509571923076923
E02000689,8.693931153846155
E02000690,3.63837605
E02000691,22.3497268
E02000692,21.90343935483871
E02000693,13.880918064516129
E02000694,12.8255928125
E02000695,9.411498695652174
E02000696,8.75250076923077
E02000697,31.428306896551724
E02000698,10.35570576923077
E02000699,12.402111111111113
E02000700,9.134167407407407
E02000701,13.87917923076923
E02000702,7.8166891666666665
E02000703,11.20924625
E02000704,13.548154642857144
E02000705,6.612095217391305
E02000706,11.376613846153846
E02000707,5.524830000000001
E02000708,6.771928
E02000709,5.565976086956522
E02000710,8.332709999999999
E02000711,14.198254615384617
E02000712,8.10271076923077
E02000713,4.158496681818182
E02000714,11.341977727272727
E02000715,8.120688823529413
E02000716,11.349777647058822
E02000717,14.335515263157896
E02000718,4.127206588235294
E02000719,9.486886818181818
E02000720,10.854051176470588
E02000721,13.388296818181818
E02000722,12.599210869565217
E02000723,16.51856681818182
E02000724,9.710779047619047
E02000725,39.65691379310345
E02000727,14.668830588235295
E02000728,12.57417619047619
E02000729,9.540254444444445
E02000730,13.488982631578946
E02000731,19.77979391304348
E02000732,14.997024210526316
E02000733,21.86870740740741
E02000734,17.407505263157894
E02000735,16.570973684210525
E02000736,7.078284166666666
E02000737,9.9403816
E02000738,11.213055789473685
E02000739,18.35907894736842
E02000740,15.017033157894735
E02000741,13.246965499999998
E02000742,5.562282916666667
E02000743,18.08735727272727
E02000744,13.359686842105262
E02000745,6.88619347826087
E02000746,9.366214166666667
E02000747,10.789424285714285
E02000748,5.40593105263158
E02000749,8.70903
E02000751,6.2909496969696965
E02000752,4.797718571428571
E02000753,6.1599973684210525
E02000754,8.2015315
E02000755,2.9535035882352942
E02000756,7.624704175
E02000757,7.42354795
E02000758,3.2699111111111114
E02000759,6.016619444444444
E02000760,6.076382000000001
E02000762,8.166446875
E02000763,4.9425155
E02000764,13.155104761904763
E02000765,9.964698235294117
E02000767,8.1990925
E02000768,9.105628947368421
E02000770,8.583557368421053
E02000772,8.87783857142857
E02000773,8.271145714285714
E02000774,8.16774
E02000776,13.883217647058824
E02000777,4.020668388888889
E02000779,19.808701
E02000781,6.252710882352941
E02000782,12.510384347826086
E02000783,8.340200526315789
E02000784,9.119127575757576
E02000785,10.977814117647059
E02000786,8.351057105263157
E02000787,12.190104594594594
E02000788,8.271051071428571
E02000789,14.117309782608697
E02000790,8.226987368421053
E02000791,14.251726249999999
E02000792,12.2544324
E02000793,5.917539166666667
E02000794,9.305903
E02000795,3.29640945
E02000796,4.058882333333333
E02000797,16.934732083333333
E02000798,6.774535588235294
E02000799,8.979742
E02000800,2.9865129411764704
E02000801,8.096539545454545
E02000802,7.439024090909092
E02000803,4.0827765625
E02000804,9.637483958333332
E02000805,6.543924
E02000806,4.9887296875
E02000807,11.38117
E02000808,80.32893225806451
E02000810,13.224287931034482
E02000812,40.1396253125
E02000813,22.84764642857143
E02000814,9.246934999999999
E02000815,62.66269
E02000816,9.29591172413793
E02000817,12.12651652173913
E02000818,33.811479166666665
E02000819,14.815107037037036
E02000820,40.910284375
E02000821,12.814493461538461
E02000822,19.741372592592594
E02000823,15.649996000000002
E02000824,11.626404615384615
E02000825,9.528008148148148
E02000826,13.670704074074074
E02000827,23.86118206896552
E02000828,29.233321739130435
E02000829,21.162885714285714
E02000830,14.40129076923077
E02000831,24.156296296296297
E02000832,14.722567142857143
E02000833,17.063699999999997
E02000834,14.499703448275863
E02000835,7.284281363636364
E02000836,12.3059052
E02000837,13.441832608695652
E02000838,9.03639074074074
E02000839,10.194713703703703
E02000840,4.6641892
E02000841,7.245345384615384
E02000842,5.357518695652174
E02000843,6.592779583333333
E02000844,5.7364764
E02000845,5.027081884615384
E02000846,9.298054285714286
E02000847,5.215335925925927
E02000848,5.023964545454546
E02000849,8.1596156
E02000850,5.7715490625
E02000851,17.989163636363635
E02000852,8.006270769230769
E02000853,9.255571199999999
E02000854,9.854333043478261
E02000855,7.646883043478261
E02000856,11.525146923076923
E02000857,18.033646363636365
E02000858,5.134521666666667
E02000859,7.884617499999999
E02000860,11.428590666666668
E02000861,4.810674347826087
E02000863,2.408838335
E02000864,8.10190074074074
E02000865,27.854040454545455
E02000866,17.076115185185184
E02000867,18.93772176470588
E02000868,24.484650000000002
E02000869,21.221726315789475
E02000870,24.804065
E02000871,19.97874583333333
E02000872,24.72197818181818
E02000873,17.868579130434785
E02000874,35.593318181818184
E02000875,15.505161923076923
E02000876,33.894226315789474
E02000877,19.94285125
E02000878,55.870716
E02000879,20.732514285714284
E02000880,29.19376111111111
E02000881,9.778467222222222
E02000882,21.133965217391303
E02000883,12.486353809523811
E02000884,35.452712
E02000885,26.253529411764706
E02000886,21.1847
E02000887,15.25887653846154
E02000888,23.748515384615384
E02000889,20.128534285714284
E02000890,13.402735909090909
E02000893,8.861439130434782
E02000894,8.783480967741935
E02000895,4.0284068
E02000896,9.040708965517242
E02000897,4.8275204
E02000898,4.510585833333333
E02000899,6.925036666666667
E02000900,5.549821666666666
E02000901,6.4000915185185185
E02000902,7.024513333333334
E02000903,4.9614532
E02000904,6.3266836363636365
E02000905,9.6923068
E02000906,8.90592
E02000907,9.991983
E02000908,10.9112503125
E02000909,13.1628908
E02000910,23.874000666666667
E02000911,17.801607666666666
E02000912,8.62162124
E02000913,13.866204347826088
E02000914,18.246624230769232
E02000915,16.4952144
E02000916,8.2175256
E02000917,9.5083232
E02000918,20.292144074074074
E02000919,20.192866666666667
E02000920,13.459354000000001
E02000921,17.224809999999998
E02000922,7.3488533333333335
E02000923,14.385278846153845
E02000925,9.8807568
E02000926,19.092839393939396
E02000927,12.530187499999998
E02000928,14.790690689655172
E02000929,46.071791304347826
E02000930,60.70214482758621
E02000931,28.75234692307692
E02000932,20.77265942857143
E02000933,11.76522817857143
E02000934,49.587473333333335
E02000935,5.620108947368421
E02000936,16.383772666666665
E02000937,22.623259166666667
E02000938,7.209895333333334
E02000939,10.887790399999998
E02000940,13.5968624
E02000941,11.015201212121212
E02000942,10.340199666666667
E02000943,22.625934615384615
E02000944,7.673254285714286
E02000945,8.441022380952381
E02000946,13.828922083333334
E02000947,10.601035517241378
E02000948,15.585823333333334
E02000949,17.901830606060606
E02000950,7.0388584000000005
E02000951,21.45011666666667
E02000952,15.795061428571428
E02000953,12.49418625
E02000954,12.300828823529413
E02000955,16.8995955
E02000956,20.32379090909091
E02000957,25.3756528125
E02000958,8.34053
E02000959,8.348869545454546
E02000960,14.515667200000001
E02000961,20.509185714285714
E02000962,20.658961764705882
E02000963,18.117589285714285
E02000964,21.17441142857143
E02000965,18.178609677419356
E02000966,22.379340540540543
E02000967,55.86496296296296
E02000968,33.176631621621624
E02000969,19.445289655172413
E02000970,54.420611428571426
E02000971,64.70122580645162
E02000972,68.48608064516128
E02000973,24.72347222222222
E02000974,53.9070875
E02000975,48.1975
E02000976,35.475648648648644
E02000977,76.44635769230769
E02000978,38.86186085714286
E02000979,54.957878125
E02000980,37.502994117647056
E02000981,44.97791951219512
E02000982,41.85591212121212
E02000983,24.62898
E02006782,5.449870423076923
E02006783,10.162138260869567
E02006784,7.172057307692308
E02006785,7.219389523809523
E02006786,6.037416190476191
E02006787,9.87942
E02006788,10.5985025
E02006789,2.03306785
E02006791,9.475365
E02006792,16.908023666666665
E02006793,10.725771199999999
E02006794,16.673792857142857
E02006795,9.653296904761905
E02006796,5.776767692307692
E02006798,23.066591600000002
E02006799,9.524965357142857
E02006800,11.221358181818182
E02006801,95.94421000000001
E02006802,93.17214799999999
E02006836,3.827445553846154
E02006853,7.597268947368421
E02006854,17.152236363636362
E02006882,6.5587405882352945
E02006918,10.567245238095238
E02006921,12.303283
E02006924,11.123963323529411
E02006925,5.360272121212121
E02006927,7.222957037037037
E02006928,14.894927307692306
E02006930,17.053619130434782
E02006931,17.774596875
E02006941,22.563093181818182
E02006942,37.99295714285714
E02006953,10.04665076923077
E02006954,7.813656923076923
E02006955,19.640825
E02006956,6.360985625
E02006968,17.48845740740741
E02006969,21.36960411764706
E02006970,10.670553636363636
E02006971,6.129108125
E02006972,8.128247272727272
E02006973,8.9880424
E02006987,48.714245
E02006988,20.254798260869567
E02006991,17.831333636363635
E02006992,13.532725384615386
E02006993,12.752596153846154
E02006994,19.31449576923077
E02006996,31.201428823529415
E02006997,16.37142933333333
E02006998,7.645150909090909
E02006999,6.467938333333334
E02007008,36.8179
E02007009,27.132043478260872
E02007017,3.5688218181818177
E02007018,9.34439375
E02007019,21.41084692307692
E02007020,6.2294833333333335
E02007083,15.383492
E02007084,14.731560666666667
E02007108,32.14556666666667
E02007109,22.347546153846153
E02007110,31.59879090909091
E02007111,42.214395238095236
E02007112,12.47878
E02007113,15.832083684210527
E02007114,13.968327857142857
E02007115,67.75214372093023
