day,LAD22CD,activity_count
2021-12-16,E09000029,2690
2021-12-16,E09000030,1846
2021-12-16,E09000031,1813
2021-12-16,E09000032,2417
2021-12-16,E09000033,4495
2021-12-17,E09000001,747
2021-12-17,E09000002,2100
2021-12-17,E09000003,3699
2021-12-17,E09000004,3709
2021-12-17,E09000005,2590
2021-12-17,E09000006,5379
2021-12-17,E09000007,2350
2021-12-17,E09000008,4000
2021-12-17,E09000009,2790
2021-12-17,E09000010,2719
2021-12-17,E09000011,3066
2021-12-17,E09000012,1057
2021-12-17,E09000013,1777
2021-12-17,E09000014,1541
2021-12-17,E09000015,2116
2021-12-17,E09000016,4734
2021-12-17,E09000017,4524
2021-12-17,E09000018,2678
2021-12-17,E09000019,1197
2021-12-17,E09000020,1477
2021-12-17,E09000021,2101
2021-12-17,E09000022,2086
2021-12-17,E09000023,2142
2021-12-17,E09000024,1833
2021-12-17,E09000025,2601
2021-12-17,E09000026,2777
2021-12-17,E09000027,2165
2021-12-17,E09000028,2145
2021-12-17,E09000029,2779
2021-12-17,E09000030,1828
2021-12-17,E09000031,1908
2021-12-17,E09000032,2544
2021-12-17,E09000033,4582
2021-12-18,E09000001,421
2021-12-18,E09000002,1737
2021-12-18,E09000003,3046
2021-12-18,E09000004,2936
2021-12-18,E09000005,2217
2021-12-18,E09000006,4498
2021-12-18,E09000007,1829
2021-12-18,E09000008,3349
2021-12-18,E09000009,2345
2021-12-18,E09000010,2340
2021-12-18,E09000011,3049
2021-12-18,E09000012,895
2021-12-18,E09000013,1508
2021-12-18,E09000014,1368
2021-12-18,E09000015,1982
2021-12-18,E09000016,3912
2021-12-18,E09000017,3937
2021-12-18,E09000018,2365
2021-12-18,E09000019,954
2021-12-18,E09000020,1211
2021-12-18,E09000021,1862
2021-12-18,E09000022,1974
2021-12-18,E09000023,1712
2021-12-18,E09000024,1845
2021-12-18,E09000025,2671
2021-12-18,E09000026,2243
2021-12-18,E09000027,1863
2021-12-18,E09000028,1797
2021-12-18,E09000029,2530
2021-12-18,E09000030,1602
2021-12-18,E09000031,1695
2021-12-18,E09000032,2002
2021-12-18,E09000033,4260
2021-12-19,E09000001,233
2021-12-19,E09000002,1258
2021-12-19,E09000003,2600
2021-12-19,E09000004,2125
2021-12-19,E09000005,1691
2021-12-19,E09000006,3482
2021-12-19,E09000007,1303
2021-12-19,E09000008,2484
2021-12-19,E09000009,1964
2021-12-19,E09000010,1859
2021-12-19,E09000011,2288
2021-12-19,E09000012,660
2021-12-19,E09000013,1093
2021-12-19,E09000014,1432
2021-12-19,E09000015,1594
2021-12-19,E09000016,2713
2021-12-19,E09000017,3187
2021-12-19,E09000018,1797
2021-12-19,E09000019,647
2021-12-19,E09000020,940
2021-12-19,E09000021,1307
2021-12-19,E09000022,1411
2021-12-19,E09000023,1253
2021-12-19,E09000024,1416
2021-12-19,E09000025,1993
2021-12-19,E09000026,1752
2021-12-19,E09000027,1248
2021-12-19,E09000028,1356
2021-12-19,E09000029,1662
2021-12-19,E09000030,1212
2021-12-19,E09000031,1237
2021-12-19,E09000032,1491
2021-12-19,E09000033,3275
2021-12-2,E09000001,1690
2021-12-2,E09000002,2201
2021-12-2,E09000003,4011
2021-12-2,E09000004,3858
2021-12-2,E09000005,2653
2021-12-2,E09000006,5237
2021-12-2,E09000007,3117
2021-12-2,E09000008,4064
2021-12-2,E09000009,2922
2021-12-2,E09000010,2573
2021-12-2,E09000011,3099
2021-12-2,E09000012,1225
2021-12-2,E09000013,1684
2021-12-2,E09000014,2021
2021-12-2,E09000015,2175
2021-12-2,E09000016,4423
2021-12-2,E09000017,4216
2021-12-2,E09000018,2714
2021-12-2,E09000019,1554
2021-12-2,E09000020,1679
2021-12-2,E09000021,2050
2021-12-2,E09000022,2163
2021-12-2,E09000023,2077
2021-12-2,E09000024,2040
2021-12-2,E09000025,2658
2021-12-2,E09000026,2820
2021-12-2,E09000027,2272
2021-12-2,E09000028,2643
2021-12-2,E09000029,2745
2021-12-2,E09000030,2111
2021-12-2,E09000031,2001
2021-12-2,E09000032,2876
2021-12-2,E09000033,5798
2021-12-20,E09000001,577
2021-12-20,E09000002,1523
2021-12-20,E09000003,2987
2021-12-20,E09000004,2506
2021-12-20,E09000005,2189
2021-12-20,E09000006,3921
2021-12-20,E09000007,1520
2021-12-20,E09000008,2962
2021-12-20,E09000009,2189
2021-12-20,E09000010,2107
2021-12-20,E09000011,2491
2021-12-20,E09000012,781
2021-12-20,E09000013,1516
2021-12-20,E09000014,1221
2021-12-20,E09000015,1601
2021-12-20,E09000016,3192
2021-12-20,E09000017,3430
2021-12-20,E09000018,2007
2021-12-20,E09000019,897
2021-12-20,E09000020,1139
2021-12-20,E09000021,1605
2021-12-20,E09000022,1474
2021-12-20,E09000023,1452
2021-12-20,E09000024,1560
2021-12-20,E09000025,2247
2021-12-20,E09000026,1987
2021-12-20,E09000027,1467
2021-12-20,E09000028,1697
2021-12-20,E09000029,2020
2021-12-20,E09000030,1401
2021-12-20,E09000031,1468
2021-12-20,E09000032,1899
2021-12-20,E09000033,3952
2021-12-21,E09000001,576
2021-12-21,E09000002,1597
2021-12-21,E09000003,2965
2021-12-21,E09000004,2535
2021-12-21,E09000005,2048
2021-12-21,E09000006,4005
2021-12-21,E09000007,1601
2021-12-21,E09000008,3159
2021-12-21,E09000009,2162
2021-12-21,E09000010,2098
2021-12-21,E09000011,2392
2021-12-21,E09000012,765
2021-12-21,E09000013,1333
2021-12-21,E09000014,1243
2021-12-21,E09000015,1640
2021-12-21,E09000016,3223
2021-12-21,E09000017,3271
2021-12-21,E09000018,2094
2021-12-21,E09000019,1191
2021-12-21,E09000020,1173
2021-12-21,E09000021,1484
2021-12-21,E09000022,1432
2021-12-21,E09000023,1418
2021-12-21,E09000024,1664
2021-12-21,E09000025,2193
2021-12-21,E09000026,2006
2021-12-21,E09000027,1688
2021-12-21,E09000028,1676
2021-12-21,E09000029,1908
2021-12-21,E09000030,1506
2021-12-21,E09000031,1532
2021-12-21,E09000032,1924
2021-12-21,E09000033,4163
2021-12-22,E09000001,543
2021-12-22,E09000002,1358
2021-12-22,E09000003,2578
2021-12-22,E09000004,2312
2021-12-22,E09000005,1718
2021-12-22,E09000006,3708
2021-12-22,E09000007,1429
2021-12-22,E09000008,2848
2021-12-22,E09000009,2003
2021-12-22,E09000010,1904
2021-12-22,E09000011,2350
2021-12-22,E09000012,736
2021-12-22,E09000013,1126
2021-12-22,E09000014,1573
2021-12-22,E09000015,1558
2021-12-22,E09000016,2995
2021-12-22,E09000017,2915
2021-12-22,E09000018,1993
2021-12-22,E09000019,796
2021-12-22,E09000020,962
2021-12-22,E09000021,1362
2021-12-22,E09000022,1445
2021-12-22,E09000023,1412
2021-12-22,E09000024,1384
2021-12-22,E09000025,1971
2021-12-22,E09000026,1760
2021-12-22,E09000027,1395
2021-12-22,E09000028,1391
2021-12-22,E09000029,1985
2021-12-22,E09000030,1233
2021-12-22,E09000031,1372
2021-12-22,E09000032,1642
2021-12-22,E09000033,3512
2021-12-23,E09000001,481
2021-12-23,E09000002,1557
2021-12-23,E09000003,2820
2021-12-23,E09000004,2767
2021-12-23,E09000005,1949
2021-12-23,E09000006,4094
2021-12-23,E09000007,1541
2021-12-23,E09000008,3092
2021-12-23,E09000009,2174
2021-12-23,E09000010,2008
2021-12-23,E09000011,2509
2021-12-23,E09000012,740
2021-12-23,E09000013,1128
2021-12-23,E09000014,1282
2021-12-23,E09000015,1592
2021-12-23,E09000016,3365
2021-12-23,E09000017,3183
2021-12-23,E09000018,2060
2021-12-23,E09000019,824
2021-12-23,E09000020,1096
2021-12-23,E09000021,1568
2021-12-23,E09000022,1449
2021-12-23,E09000023,1534
2021-12-23,E09000024,1616
2021-12-23,E09000025,2070
2021-12-23,E09000026,1982
2021-12-23,E09000027,1553
2021-12-23,E09000028,1574
2021-12-23,E09000029,2218
2021-12-23,E09000030,1251
2021-12-23,E09000031,1442
2021-12-23,E09000032,1685
2021-12-23,E09000033,3596
2021-12-24,E09000001,330
2021-12-24,E09000002,1668
2021-12-24,E09000003,2623
2021-12-24,E09000004,2513
2021-12-24,E09000005,1766
2021-12-24,E09000006,3814
2021-12-24,E09000007,1086
2021-12-24,E09000008,2975
2021-12-24,E09000009,2066
2021-12-24,E09000010,2078
2021-12-24,E09000011,2323
2021-12-24,E09000012,615
2021-12-24,E09000013,858
2021-12-24,E09000014,1099
2021-12-24,E09000015,1665
2021-12-24,E09000016,3174
2021-12-24,E09000017,3121
2021-12-24,E09000018,2003
2021-12-24,E09000019,697
2021-12-24,E09000020,849
2021-12-24,E09000021,1243
2021-12-24,E09000022,1286
2021-12-24,E09000023,1538
2021-12-24,E09000024,1501
2021-12-24,E09000025,1934
2021-12-24,E09000026,2028
2021-12-24,E09000027,1351
2021-12-24,E09000028,1316
2021-12-24,E09000029,2173
2021-12-24,E09000030,1182
2021-12-24,E09000031,1404
2021-12-24,E09000032,1492
2021-12-24,E09000033,2644
2021-12-25,E09000001,55
2021-12-25,E09000002,797
2021-12-25,E09000003,1139
2021-12-25,E09000004,1269
2021-12-25,E09000005,1017
2021-12-25,E09000006,1496
2021-12-25,E09000007,462
2021-12-25,E09000008,1319
2021-12-25,E09000009,1042
2021-12-25,E09000010,940
2021-12-25,E09000011,929
2021-12-25,E09000012,371
2021-12-25,E09000013,344
2021-12-25,E09000014,534
2021-12-25,E09000015,968
2021-12-25,E09000016,1329
2021-12-25,E09000017,1553
2021-12-25,E09000018,894
2021-12-25,E09000019,363
2021-12-25,E09000020,272
2021-12-25,E09000021,493
2021-12-25,E09000022,613
2021-12-25,E09000023,664
2021-12-25,E09000024,562
2021-12-25,E09000025,865
2021-12-25,E09000026,1072
2021-12-25,E09000027,555
2021-12-25,E09000028,552
2021-12-25,E09000029,921
2021-12-25,E09000030,601
2021-12-25,E09000031,622
2021-12-25,E09000032,592
2021-12-25,E09000033,1095
2021-12-26,E09000001,86
2021-12-26,E09000002,922
2021-12-26,E09000003,1621
2021-12-26,E09000004,1269
2021-12-26,E09000005,1156
2021-12-26,E09000006,1919
2021-12-26,E09000007,635
2021-12-26,E09000008,1578
2021-12-26,E09000009,1229
2021-12-26,E09000010,1160
2021-12-26,E09000011,1273
2021-12-26,E09000012,338
2021-12-26,E09000013,782
2021-12-26,E09000014,1017
2021-12-26,E09000015,990
2021-12-26,E09000016,1691
2021-12-26,E09000017,1884
2021-12-26,E09000018,1081
2021-12-26,E09000019,366
2021-12-26,E09000020,496
2021-12-26,E09000021,724
2021-12-26,E09000022,711
2021-12-26,E09000023,744
2021-12-26,E09000024,836
2021-12-26,E09000025,1635
2021-12-26,E09000026,1141
2021-12-26,E09000027,719
2021-12-26,E09000028,695
2021-12-26,E09000029,993
2021-12-26,E09000030,692
2021-12-26,E09000031,712
2021-12-26,E09000032,823
2021-12-26,E09000033,2460
2021-12-27,E09000001,189
2021-12-27,E09000002,875
2021-12-27,E09000003,2099
2021-12-27,E09000004,1530
2021-12-27,E09000005,1353
2021-12-27,E09000006,2394
2021-12-27,E09000007,892
2021-12-27,E09000008,1956
2021-12-27,E09000009,1480
2021-12-27,E09000010,1549
2021-12-27,E09000011,1683
2021-12-27,E09000012,458
2021-12-27,E09000013,1152
2021-12-27,E09000014,819
2021-12-27,E09000015,1256
2021-12-27,E09000016,1919
2021-12-27,E09000017,2130
2021-12-27,E09000018,1245
2021-12-27,E09000019,470
2021-12-27,E09000020,629
2021-12-27,E09000021,1135
2021-12-27,E09000022,856
2021-12-27,E09000023,842
2021-12-27,E09000024,993
2021-12-27,E09000025,1666
2021-12-27,E09000026,1302
2021-12-27,E09000027,1622
2021-12-27,E09000028,909
2021-12-27,E09000029,1188
2021-12-27,E09000030,835
2021-12-27,E09000031,849
2021-12-27,E09000032,944
2021-12-27,E09000033,2610
2021-12-28,E09000001,188
2021-12-28,E09000002,1015
2021-12-28,E09000003,2071
2021-12-28,E09000004,1670
2021-12-28,E09000005,1500
2021-12-28,E09000006,2629
2021-12-28,E09000007,1069
2021-12-28,E09000008,2214
2021-12-28,E09000009,1583
2021-12-28,E09000010,1582
2021-12-28,E09000011,1829
2021-12-28,E09000012,536
2021-12-28,E09000013,1082
2021-12-28,E09000014,877
2021-12-28,E09000015,1180
2021-12-28,E09000016,2156
2021-12-28,E09000017,2253
2021-12-28,E09000018,1377
2021-12-28,E09000019,495
2021-12-28,E09000020,806
2021-12-28,E09000021,1170
2021-12-28,E09000022,979
2021-12-28,E09000023,1035
2021-12-28,E09000024,1174
2021-12-28,E09000025,1731
2021-12-28,E09000026,1431
2021-12-28,E09000027,997
2021-12-28,E09000028,1032
2021-12-28,E09000029,1294
2021-12-28,E09000030,964
2021-12-28,E09000031,906
2021-12-28,E09000032,1102
2021-12-28,E09000033,3297
2021-12-29,E09000001,320
2021-12-29,E09000002,1142
2021-12-29,E09000003,2453
2021-12-29,E09000004,2033
2021-12-29,E09000005,1760
2021-12-29,E09000006,2812
2021-12-29,E09000007,1319
2021-12-29,E09000008,2370
2021-12-29,E09000009,1728
2021-12-29,E09000010,1764
2021-12-29,E09000011,2116
2021-12-29,E09000012,677
2021-12-29,E09000013,1236
2021-12-29,E09000014,1072
2021-12-29,E09000015,1436
2021-12-29,E09000016,2534
2021-12-29,E09000017,2513
2021-12-29,E09000018,1711
2021-12-29,E09000019,610
2021-12-29,E09000020,994
2021-12-29,E09000021,1298
2021-12-29,E09000022,1106
2021-12-29,E09000023,1131
2021-12-29,E09000024,1310
2021-12-29,E09000025,1797
2021-12-29,E09000026,1630
2021-12-29,E09000027,1262
2021-12-29,E09000028,1250
2021-12-29,E09000029,1542
2021-12-29,E09000030,1076
2021-12-29,E09000031,1186
2021-12-29,E09000032,1462
2021-12-29,E09000033,3462
2021-12-3,E09000001,1195
2021-12-3,E09000002,2373
2021-12-3,E09000003,4219
2021-12-3,E09000004,4205
2021-12-3,E09000005,2689
2021-12-3,E09000006,5542
2021-12-3,E09000007,3014
2021-12-3,E09000008,4352
2021-12-3,E09000009,3089
2021-12-3,E09000010,2817
2021-12-3,E09000011,3337
2021-12-3,E09000012,1308
2021-12-3,E09000013,2010
2021-12-3,E09000014,1733
2021-12-3,E09000015,2522
2021-12-3,E09000016,4735
2021-12-3,E09000017,4589
2021-12-3,E09000018,2942
2021-12-3,E09000019,1519
2021-12-3,E09000020,1832
2021-12-3,E09000021,2357
2021-12-3,E09000022,2496
2021-12-3,E09000023,2304
2021-12-3,E09000024,2158
2021-12-3,E09000025,2774
2021-12-3,E09000026,3112
2021-12-3,E09000027,2591
2021-12-3,E09000028,2867
2021-12-3,E09000029,3003
2021-12-3,E09000030,2147
2021-12-3,E09000031,2183
2021-12-3,E09000032,3205
2021-12-3,E09000033,5821
2021-12-30,E09000001,430
2021-12-30,E09000002,1215
2021-12-30,E09000003,2498
2021-12-30,E09000004,2028
2021-12-30,E09000005,1683
2021-12-30,E09000006,3001
2021-12-30,E09000007,1395
2021-12-30,E09000008,2403
2021-12-30,E09000009,1853
2021-12-30,E09000010,1756
2021-12-30,E09000011,2123
2021-12-30,E09000012,595
2021-12-30,E09000013,1100
2021-12-30,E09000014,980
2021-12-30,E09000015,1488
2021-12-30,E09000016,2486
2021-12-30,E09000017,2590
2021-12-30,E09000018,1633
2021-12-30,E09000019,619
2021-12-30,E09000020,1003
2021-12-30,E09000021,1282
2021-12-30,E09000022,1171
2021-12-30,E09000023,1230
2021-12-30,E09000024,1321
2021-12-30,E09000025,1904
2021-12-30,E09000026,1707
2021-12-30,E09000027,1230
2021-12-30,E09000028,1469
2021-12-30,E09000029,1597
2021-12-30,E09000030,1124
2021-12-30,E09000031,1204
2021-12-30,E09000032,1577
2021-12-30,E09000033,3612
2021-12-31,E09000001,343
2021-12-31,E09000002,1269
2021-12-31,E09000003,2398
2021-12-31,E09000004,2149
2021-12-31,E09000005,1633
2021-12-31,E09000006,3172
2021-12-31,E09000007,1235
2021-12-31,E09000008,2382
2021-12-31,E09000009,1852
2021-12-31,E09000010,1803
2021-12-31,E09000011,2189
2021-12-31,E09000012,669
2021-12-31,E09000013,893
2021-12-31,E09000014,1012
2021-12-31,E09000015,1397
2021-12-31,E09000016,2536
2021-12-31,E09000017,2593
2021-12-31,E09000018,1714
2021-12-31,E09000019,629
2021-12-31,E09000020,902
2021-12-31,E09000021,1230
2021-12-31,E09000022,1279
2021-12-31,E09000023,1351
2021-12-31,E09000024,1325
2021-12-31,E09000025,1785
2021-12-31,E09000026,1789
2021-12-31,E09000027,1332
2021-12-31,E09000028,1398
2021-12-31,E09000029,1614
2021-12-31,E09000030,1130
2021-12-31,E09000031,1224
2021-12-31,E09000032,1613
2021-12-31,E09000033,2753
2021-12-4,E09000001,593
2021-12-4,E09000002,1962
2021-12-4,E09000003,3866
2021-12-4,E09000004,3272
2021-12-4,E09000005,2752
2021-12-4,E09000006,5141
2021-12-4,E09000007,2348
2021-12-4,E09000008,4081
2021-12-4,E09000009,3067
2021-12-4,E09000010,2767
2021-12-4,E09000011,3430
2021-12-4,E09000012,1222
2021-12-4,E09000013,2052
2021-12-4,E09000014,1843
2021-12-4,E09000015,2476
2021-12-4,E09000016,4102
2021-12-4,E09000017,3987
2021-12-4,E09000018,2609
2021-12-4,E09000019,1170
2021-12-4,E09000020,1696
2021-12-4,E09000021,2171
2021-12-4,E09000022,2540
2021-12-4,E09000023,2246
2021-12-4,E09000024,2366
2021-12-4,E09000025,3184
2021-12-4,E09000026,2698
2021-12-4,E09000027,2382
2021-12-4,E09000028,2652
2021-12-4,E09000029,2556
2021-12-4,E09000030,1841
2021-12-4,E09000031,1878
2021-12-4,E09000032,2608
2021-12-4,E09000033,5975
2021-12-5,E09000001,350
2021-12-5,E09000002,1462
2021-12-5,E09000003,2934
2021-12-5,E09000004,2245
2021-12-5,E09000005,2339
2021-12-5,E09000006,3387
2021-12-5,E09000007,1560
2021-12-5,E09000008,2700
2021-12-5,E09000009,2142
2021-12-5,E09000010,2144
2021-12-5,E09000011,2427
2021-12-5,E09000012,851
2021-12-5,E09000013,1473
2021-12-5,E09000014,1600
2021-12-5,E09000015,1727
2021-12-5,E09000016,2737
2021-12-5,E09000017,3171
2021-12-5,E09000018,1899
2021-12-5,E09000019,869
2021-12-5,E09000020,1161
2021-12-5,E09000021,1432
2021-12-5,E09000022,1627
2021-12-5,E09000023,1374
2021-12-5,E09000024,1603
2021-12-5,E09000025,1923
2021-12-5,E09000026,1945
2021-12-5,E09000027,1533
2021-12-5,E09000028,1696
2021-12-5,E09000029,1794
2021-12-5,E09000030,1430
2021-12-5,E09000031,1345
2021-12-5,E09000032,1772
2021-12-5,E09000033,3814
2021-12-6,E09000001,1102
2021-12-6,E09000002,1941
2021-12-6,E09000003,3774
2021-12-6,E09000004,3599
2021-12-6,E09000005,2380
2021-12-6,E09000006,4832
2021-12-6,E09000007,2600
2021-12-6,E09000008,3619
2021-12-6,E09000009,2701
2021-12-6,E09000010,2312
2021-12-6,E09000011,2717
2021-12-6,E09000012,1005
2021-12-6,E09000013,1554
2021-12-6,E09000014,1396
2021-12-6,E09000015,2047
2021-12-6,E09000016,3991
2021-12-6,E09000017,4053
2021-12-6,E09000018,2434
2021-12-6,E09000019,1275
2021-12-6,E09000020,1464
2021-12-6,E09000021,1941
2021-12-6,E09000022,1914
2021-12-6,E09000023,1953
2021-12-6,E09000024,1967
2021-12-6,E09000025,2351
2021-12-6,E09000026,2605
2021-12-6,E09000027,1854
2021-12-6,E09000028,2399
2021-12-6,E09000029,2497
2021-12-6,E09000030,1819
2021-12-6,E09000031,1783
2021-12-6,E09000032,2455
2021-12-6,E09000033,4542
2021-12-7,E09000001,1417
2021-12-7,E09000002,2186
2021-12-7,E09000003,3534
2021-12-7,E09000004,3599
2021-12-7,E09000005,2412
2021-12-7,E09000006,5031
2021-12-7,E09000007,2798
2021-12-7,E09000008,3617
2021-12-7,E09000009,2660
2021-12-7,E09000010,2447
2021-12-7,E09000011,2986
2021-12-7,E09000012,1104
2021-12-7,E09000013,1548
2021-12-7,E09000014,1507
2021-12-7,E09000015,2212
2021-12-7,E09000016,3971
2021-12-7,E09000017,4120
2021-12-7,E09000018,2427
2021-12-7,E09000019,1414
2021-12-7,E09000020,1556
2021-12-7,E09000021,1989
2021-12-7,E09000022,1977
2021-12-7,E09000023,1960
2021-12-7,E09000024,2057
2021-12-7,E09000025,2475
2021-12-7,E09000026,2579
2021-12-7,E09000027,2085
2021-12-7,E09000028,2667
2021-12-7,E09000029,2425
2021-12-7,E09000030,2051
2021-12-7,E09000031,1784
2021-12-7,E09000032,2603
2021-12-7,E09000033,4787
2021-12-8,E09000001,1571
2021-12-8,E09000002,1981
2021-12-8,E09000003,3832
2021-12-8,E09000004,3615
2021-12-8,E09000005,2430
2021-12-8,E09000006,4819
2021-12-8,E09000007,2894
2021-12-8,E09000008,3754
2021-12-8,E09000009,2670
2021-12-8,E09000010,2461
2021-12-8,E09000011,2868
2021-12-8,E09000012,1208
2021-12-8,E09000013,1682
2021-12-8,E09000014,1588
2021-12-8,E09000015,2272
2021-12-8,E09000016,4066
2021-12-8,E09000017,4019
2021-12-8,E09000018,2589
2021-12-8,E09000019,1472
2021-12-8,E09000020,1626
2021-12-8,E09000021,1882
2021-12-8,E09000022,2097
2021-12-8,E09000023,1966
2021-12-8,E09000024,1968
2021-12-8,E09000025,2350
2021-12-8,E09000026,2724
2021-12-8,E09000027,2100
2021-12-8,E09000028,2467
2021-12-8,E09000029,2543
2021-12-8,E09000030,2082
2021-12-8,E09000031,1790
2021-12-8,E09000032,2716
2021-12-8,E09000033,5298
2021-12-9,E09000001,1768
2021-12-9,E09000002,2170
2021-12-9,E09000003,3891
2021-12-9,E09000004,3774
2021-12-9,E09000005,2458
2021-12-9,E09000006,5327
2021-12-9,E09000007,3173
2021-12-9,E09000008,3888
2021-12-9,E09000009,2873
2021-12-9,E09000010,2468
2021-12-9,E09000011,2887
2021-12-9,E09000012,1217
2021-12-9,E09000013,1786
2021-12-9,E09000014,1580
2021-12-9,E09000015,2279
2021-12-9,E09000016,4258
2021-12-9,E09000017,4143
2021-12-9,E09000018,2736
2021-12-9,E09000019,1609
2021-12-9,E09000020,1756
2021-12-9,E09000021,2155
2021-12-9,E09000022,2117
2021-12-9,E09000023,2065
2021-12-9,E09000024,2117
2021-12-9,E09000025,2911
2021-12-9,E09000026,2818
2021-12-9,E09000027,2132
2021-12-9,E09000028,2719
2021-12-9,E09000029,2665
2021-12-9,E09000030,2256
2021-12-9,E09000031,2006
2021-12-9,E09000032,2758
2021-12-9,E09000033,5910
